name,country,lat,lon,population,aquifer_context_class,sy_low,sy_mid,sy_high,class_basis,dP_sy_low,dP_sy_mid,dP_sy_high,material_at_sy_low,material_at_sy_mid,material_at_sy_high,sy_material_threshold_0p03_0p25,direction,class_prior_use
Bishkek,KG,42.87,74.59,900000,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-2.7369860670353324e-15,-1.3919710936361544e-15,-8.409079320156896e-16,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Konya,TR,37.87135,32.48464,1433861,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-4.8341141671000156e-15,-2.667406032891293e-15,-1.666471201814658e-15,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Mashhad,IR,36.29807,59.60567,2307177,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-6.34349240435101e-14,-3.1729872271076063e-14,-1.904090291026939e-14,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Gorakhpur,IN,29.44768,75.67206,1324570,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-1.0921432173593146e-13,-6.722024141249628e-14,-4.4051122799383185e-14,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Sulaymaniyah,IQ,35.56496,45.4329,878146,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-3.9496366534596524e-13,-2.0443651684650847e-13,-1.243862992681345e-13,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Shymkent,KZ,42.30988,69.60042,1200000,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-7.173131043890983e-12,-3.665686754391746e-12,-2.2187938987426967e-12,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Tehran,IR,35.69439,51.42151,7153309,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-2.634865672472896e-11,-1.4352713235960343e-11,-8.918518202711793e-12,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Marrakesh,MA,31.63416,-7.99994,995871,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-3.0034903004931875e-11,-1.568158418545038e-11,-9.574982613199165e-12,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Hermosillo,MX,29.08874,-110.96677,812229,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-4.41223190565106e-11,-2.2293296129208272e-11,-1.3432238777995405e-11,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Karaj,IR,35.83266,50.99155,1448075,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-4.690950603677169e-11,-2.5552675994603343e-11,-1.5877973888164904e-11,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Ordos,CN,39.6086,109.78157,1940653,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-1.0137187773806084e-10,-5.469908541553246e-11,-3.385501630400029e-11,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Quito,EC,-0.22985,-78.52495,2781641,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-2.9924542234718294e-10,-1.5064284917209838e-10,-9.063210276745265e-11,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Kirkuk,IQ,35.46806,44.39222,1031000,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-4.513270900155274e-10,-2.3388212889037216e-10,-1.42369293986186e-10,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Lu’an,CN,31.73561,116.51688,1644344,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-9.679248451164572e-10,-4.882397523238683e-10,-2.9397889367935817e-10,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Hefei,CN,31.86389,117.28083,5050000,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-1.0101398919342516e-09,-5.061295303972179e-10,-3.039325166400886e-10,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Aleppo,SY,36.20124,37.16117,2098210,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-1.1307405997971972e-09,-5.840538303175519e-10,-3.5505559854338794e-10,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Kathmandu,NP,27.70169,85.3206,1442271,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-1.2877923320523832e-09,-6.6041518935591e-10,-4.0030911038414537e-10,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Córdoba,AR,-31.40648,-64.18853,2106734,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-3.3187023526897813e-09,-1.7705030886740381e-09,-1.090670243149346e-09,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Arequipa,PE,-16.39899,-71.53747,1008290,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-3.8571891757728925e-09,-1.9321642640281434e-09,-1.160156761248708e-09,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Bannu,PK,32.98527,70.60403,1357890,alluvial/basin-fill depletion,0.08,0.14,0.22,alluvial or basin-fill depletion setting; moderate-to-high review range,-1.7236880725451253e-09,-9.951252249849542e-10,-6.364285737614678e-10,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Jaipur,IN,26.91962,75.78781,3046163,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-5.689959809575367e-09,-3.205669167517075e-09,-2.020510392213274e-09,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Hohhot,CN,40.81056,111.65222,2350000,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-6.9562044483425776e-09,-3.579966424929985e-09,-2.173099577262619e-09,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Eskişehir,TR,39.77667,30.52056,921630,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-7.807958911860246e-09,-4.215990287917043e-09,-2.6101603665541626e-09,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Almaty,KZ,43.25249,76.9115,1977011,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-9.83787201490429e-09,-5.118690063534163e-09,-3.1209875317509502e-09,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Homs,SY,34.72405,36.72559,775404,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-1.2569209412117477e-08,-6.3525125192325274e-09,-3.827970111359048e-09,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Meizhou,CN,24.28859,116.11768,992351,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-2.0241263479173953e-08,-1.0251667772181269e-08,-6.1828303432702285e-09,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
León de los Aldama,MX,21.12183,-101.68253,1579803,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-2.4603192083265152e-08,-1.3409097504785188e-08,-8.334039205856399e-09,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Santiago,CL,-33.45694,-70.64827,4837295,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-2.739420482894375e-08,-1.3904047983342467e-08,-8.392798256101334e-09,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Chuzhou,CN,32.32194,118.29778,782671,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-6.055283282535473e-08,-3.029767180753672e-08,-1.8183707722217105e-08,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Mexicali,MX,32.62781,-115.45446,1032686,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-8.421493731455018e-08,-4.2176640971500375e-08,-2.532261139990073e-08,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Kabul,AF,34.52813,69.17233,4434550,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-8.852486333611852e-08,-4.5731161797204755e-08,-2.7802184407922655e-08,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Erbil,IQ,36.19117,44.00943,1612700,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-1.0936404563941329e-07,-5.6673519143638045e-08,-3.4498440596081335e-08,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Tashkent,UZ,41.26465,69.21627,1978028,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-4.999789296053024e-07,-2.628085143242637e-07,-1.6091052581911514e-07,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Santiago de Querétaro,MX,20.58806,-100.38806,1594212,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-8.189527385348615e-07,-4.448380910375538e-07,-2.7608675705370773e-07,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Ankara,TR,39.91987,32.85427,3517182,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-1.6134841334938912e-06,-8.559230024473799e-07,-5.260375942224583e-07,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Çankaya,TR,39.9179,32.86268,792189,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-2.284757791799192e-06,-1.2120206775304069e-06,-7.44889846432645e-07,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Peshawar,PK,34.008,71.57849,4758762,alluvial/basin-fill depletion,0.08,0.14,0.22,alluvial or basin-fill depletion setting; moderate-to-high review range,-1.1533575944638369e-06,-6.720028537154224e-07,-4.3170918597520026e-07,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Ciudad Nezahualcoyotl,MX,19.40061,-99.01483,1077208,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-3.1550247258794956e-06,-1.684591706184505e-06,-1.0381060441043847e-06,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Tijuana,MX,32.5027,-117.00371,1922523,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-3.832922554969104e-06,-1.918037099498662e-06,-1.151200746594928e-06,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Ecatepec de Morelos,MX,19.60492,-99.06064,1645352,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-3.914706976484018e-06,-2.090215178243215e-06,-1.2880656269815139e-06,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Lusaka,ZM,-15.40669,28.28713,2212301,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-4.073494879472047e-06,-2.117405625619109e-06,-1.2905227307220937e-06,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Gustavo Adolfo Madero,MX,19.49392,-99.11075,1185772,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-4.988801020941329e-06,-2.6637146682126687e-06,-1.6414762387937892e-06,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Los Angeles,US,34.05223,-118.24368,3820914,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-6.6150173262868525e-06,-3.3099942065260846e-06,-1.9865934709393206e-06,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Rawalpindi,PK,33.59733,73.0479,3357612,alluvial/basin-fill depletion,0.08,0.14,0.22,alluvial or basin-fill depletion setting; moderate-to-high review range,-2.509501313699194e-06,-1.4590769006025553e-06,-9.363751094112644e-07,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Gaziantep,TR,37.05944,37.3825,2222415,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-6.276407342395473e-06,-3.321794576534957e-06,-2.0395743919534905e-06,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Chaozhou,CN,23.65396,116.62262,1750945,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-6.844652110451349e-06,-3.4244036396973224e-06,-2.0551410850402907e-06,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Culiacán,MX,24.80209,-107.39421,808416,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-6.83875795912292e-06,-3.4737239112491e-06,-2.0974711869263264e-06,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Iztapalapa,MX,19.35529,-99.06224,1835486,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-1.1284051094007425e-05,-6.0249755595868844e-06,-3.7128006164988185e-06,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Alīgarh,IN,27.88145,78.07464,753207,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-1.391671687409014e-05,-7.098477634521702e-06,-4.293349599803528e-06,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Ahvaz,IR,31.31901,48.6842,841145,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-1.5092468645677573e-05,-7.57706483341732e-06,-4.5536664083144045e-06,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Santa Cruz de la Sierra,BO,-17.78629,-63.18117,1831434,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-1.4660908297698907e-05,-7.532386150970691e-06,-4.5691481460386255e-06,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Maoming,CN,21.66625,110.91364,1307802,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,-1.2935596038729166e-05,-5.391717068791921e-06,-3.235353545072428e-06,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
San Pedro Sula,HN,15.50585,-88.02588,801259,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,-1.8077937088544806e-05,-7.538393307014203e-06,-4.524051433387605e-06,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Mexico City,MX,19.42847,-99.12766,12294193,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-2.8869552466742138e-05,-1.5414403991718942e-05,-9.498860505506256e-06,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Yerevan,AM,40.17765,44.5126,1144700,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-3.418709981263643e-05,-1.7193770062030184e-05,-1.0340446264539603e-05,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Guatemala City,GT,14.64072,-90.51327,994938,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-4.0347049806279366e-05,-2.033781146197058e-05,-1.2242415083635631e-05,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Sargodha,PK,32.08586,72.67418,975886,alluvial/basin-fill depletion,0.08,0.14,0.22,alluvial or basin-fill depletion setting; moderate-to-high review range,-1.664826071550666e-05,-9.613425943464315e-06,-6.148852776267607e-06,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Faisalabad,PK,31.41554,73.08969,3800193,alluvial/basin-fill depletion,0.08,0.14,0.22,alluvial or basin-fill depletion setting; moderate-to-high review range,-2.0006184117176134e-05,-1.1652709895646163e-05,-7.484733452460074e-06,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Lüliang,CN,37.5192,111.14436,3346500,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-5.072634044289107e-05,-2.6754216218154934e-05,-1.640366162603918e-05,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Naucalpan de Juárez,MX,19.47851,-99.23963,834434,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-5.242144667864124e-05,-2.7989227940661645e-05,-1.7247795541052162e-05,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Meerut,IN,28.98002,77.70636,1223184,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-9.000551496818717e-05,-4.7954831410481594e-05,-2.9525356371625216e-05,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Chandigarh,IN,30.73629,76.7884,970602,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-8.362599607080734e-05,-4.836003981686723e-05,-3.082547473202998e-05,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Bucharest,RO,44.43225,26.10626,1877155,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-9.841258727340523e-05,-5.209099649609942e-05,-3.198525018772758e-05,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Anshun,CN,26.25,105.93333,765313,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,-6.55134488876689e-05,-2.7434045895578796e-05,-1.6483974742547824e-05,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Datong,CN,40.09361,113.29139,1850000,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-0.00010941318353794032,-5.5842619863320135e-05,-3.378351124176497e-05,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Gujranwala,PK,32.15567,74.18705,2511118,alluvial/basin-fill depletion,0.08,0.14,0.22,alluvial or basin-fill depletion setting; moderate-to-high review range,-4.348448351883125e-05,-2.5689693609081375e-05,-1.6616386446467388e-05,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Amritsar,IN,31.62234,74.87534,1159227,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-0.00013408286477022488,-7.829153594897457e-05,-5.011482914793282e-05,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Nanjing,CN,32.06167,118.77778,9314685,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,-0.0001276771616461475,-5.3220643829635095e-05,-3.193612900923015e-05,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Qujing,CN,25.48333,103.78333,1408500,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-0.0002459384441431522,-0.00012352683309363455,-7.425047756744359e-05,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Cochabamba,BO,-17.38195,-66.15995,841276,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-0.0003402912482523466,-0.00017652405460494422,-0.00010749898580862671,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
San Diego,US,32.71571,-117.16472,1404452,alluvial-delta floodplain proxy,0.08,0.16,0.25,low Vs30 and near-water proxy for unconsolidated alluvial/delta/floodplain context,-0.0001407738041873663,-7.040295481616776e-05,-4.506159007450217e-05,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Putian,CN,25.43944,119.01028,1539389,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,-0.00023165466376248722,-9.676987689204511e-05,-5.8104373980655266e-05,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Milan,IT,45.46427,9.18951,1371498,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-0.00036244464467445354,-0.00019011413797388136,-0.00011630088481940585,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Karbala,IQ,32.61603,44.02488,1218732,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,-0.0002536495860636307,-0.00010674789454894872,-6.423208996587243e-05,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Gurugram,IN,28.4601,77.02635,886519,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-0.00043170196007851045,-0.00022997349828038968,-0.0001415826789553517,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Abū Ghurayb,IQ,33.30563,44.18477,900000,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,-0.0003004871013986086,-0.0001272411683280912,-7.669893777805404e-05,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Xinyang,CN,32.12278,114.06556,1230042,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,-0.0003058691107559394,-0.000127831378752781,-7.676514527047915e-05,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Jalandhar,IN,31.32556,75.57917,868929,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-0.0004172110711413397,-0.00024358253516448684,-0.00015590919380083538,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Bursa,TR,40.19559,29.06013,3101833,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-0.0006520460327852423,-0.00034248938254371553,-0.00020963258661456938,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Jinjiang,CN,24.81978,118.57415,1416151,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,-0.0004427930405077468,-0.00018494480388343837,-0.0001110437722661381,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Huainan,CN,32.62639,116.99694,1666826,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,-0.00046075332693485543,-0.00019248732016140246,-0.00011557944089012062,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
İzmir,TR,38.41273,27.13838,2938292,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-0.0008629045839910511,-0.00044499560691188284,-0.00027034224801196233,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Bahawalpur,PK,29.39779,71.6752,903795,alluvial/basin-fill depletion,0.08,0.14,0.22,alluvial or basin-fill depletion setting; moderate-to-high review range,-0.0003410244879585578,-0.0001950696962504106,-0.0001241965766062697,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Trujillo,PE,-8.11599,-79.02998,919899,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,-0.0005949804205565984,-0.0002486168165711372,-0.00014929177073965544,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Algiers,DZ,36.73225,3.08746,2364230,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-0.0010040464189831622,-0.0005065675325474917,-0.00030503984418289026,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Malatya,TR,38.35018,38.31667,750491,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,-0.0006065570068270925,-0.00026183437175663574,-0.0001587088670217925,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Sofia,BG,42.69751,23.32415,1152556,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-0.0010004315303649572,-0.0005344331249177059,-0.00032940004068898873,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Bengbu,CN,32.94083,117.36083,972784,alluvial-delta floodplain proxy,0.08,0.16,0.25,low Vs30 and near-water proxy for unconsolidated alluvial/delta/floodplain context,-0.0004176913159509299,-0.00020895818557536971,-0.00013375917062322107,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Kayseri,TR,38.73222,35.48528,1452458,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-0.0009947694714891905,-0.0005443428821806707,-0.00033888400986059435,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Huizhou,CN,23.11147,114.41523,2900113,alluvial-delta floodplain proxy,0.08,0.16,0.25,low Vs30 and near-water proxy for unconsolidated alluvial/delta/floodplain context,-0.0004713261747155695,-0.0002357554695013031,-0.00015090478484960923,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Lima,PE,-12.04318,-77.02824,7737002,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,-0.0008579824859922813,-0.0003591575694180532,-0.0002157809503360239,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Tbilisi,GE,41.69143,44.83412,1049498,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-0.0015731278258588229,-0.0007988066321644033,-0.0004822627548510608,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Adana,TR,36.98615,35.32531,1816750,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-0.0016790223275632652,-0.0009125976297836152,-0.0005665372238081359,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Budapest,HU,47.49835,19.04045,1741041,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-0.0019874542443735974,-0.001008752491963083,-0.0006089050159503798,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
